icd_code_4;CLASS_GPEAS_EXT;fl_cg;id_age_group;age_group;redistribuir;cod_class;CLASS_GPEAS_v032025;CLASS_GPEAS_PRODUCAO
C57;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C570;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C571;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C572;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C573;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C574;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C577;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C578;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C579;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C58;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C580;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C59;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C6;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C60;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C600;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C601;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C602;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C608;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C609;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C61;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C610;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C619;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C62;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C620;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C621;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C629;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C63;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C630;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C631;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C632;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C637;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C638;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C639;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C64;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C640;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C641;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C642;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C644;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C645;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C646;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C648;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C649;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C65;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C650;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C651;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C652;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C659;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C66;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C660;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C661;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C662;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C669;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C67;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C670;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C671;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C672;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C673;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C674;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C675;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C676;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C677;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C678;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C679;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C68;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C680;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C681;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C688;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C689;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C69;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C690;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C691;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C692;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C693;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C694;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C695;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C696;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C697;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C698;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C699;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C7;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C70;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C700;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C701;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C705;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C706;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C709;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C71;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C710;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C711;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C712;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C713;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C714;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C715;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C716;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C717;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C718;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C719;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C72;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C720;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C721;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C722;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C723;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C724;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C725;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C728;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C729;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C73;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C730;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C731;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C732;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C733;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C734;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C735;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C738;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C739;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C74;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C740;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C741;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C749;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C75;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C750;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C751;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C752;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C753;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C754;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C755;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C756;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C758;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C759;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C76;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C760;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C761;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C762;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C763;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C764;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C765;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C767;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C768;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C769;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C77;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C770;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C771;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C772;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C773;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C774;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C775;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C778;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C779;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C78;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C780;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C781;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C782;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C783;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C784;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C785;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C786;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C787;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C788;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C79;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C790;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C791;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C792;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C793;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C794;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C795;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C796;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C797;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C798;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C799;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C7A1;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
C7A8;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
C7B1;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
C7B8;other_causes_all;;;;;other_causes_all;other_causes_all;other_causes_all
C8;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C80;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C800;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C801;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C802;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C809;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C81;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C810;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C811;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C812;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C813;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C814;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C815;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C816;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C817;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C818;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C819;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C82;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C820;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C821;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C822;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C823;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C824;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C825;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C826;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C827;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C828;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C829;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C83;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C830;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C831;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C832;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C833;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C834;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C835;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C836;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C837;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C838;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C839;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C84;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C840;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C841;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C842;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C843;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C844;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C845;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C846;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C847;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C848;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C849;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C85;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C850;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C851;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C852;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C853;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C854;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C855;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C856;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C857;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C858;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C859;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C86;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C860;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C861;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C862;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C863;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C864;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C865;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C866;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C87;dcnt_neoplasms;Garbage Code;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C88;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C880;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C881;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C882;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C883;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C884;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C887;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C888;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C889;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C90;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C900;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C901;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C902;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C903;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C904;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C905;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C906;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C907;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C908;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C909;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C91;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C910;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
C911;dcnt_neoplasms;;;;;dcnt_neoplasms;dcnt_neoplasms;dcnt_neoplasms
